RatingID,SupplierID,RatingDate,Score,Notes
RAT00459,SUP077,2024-06-03,7,Open per try myself.
RAT00460,SUP059,2024-05-10,2,Whom clear rate.
RAT00461,SUP025,2024-04-26,8,Available nearly quality perhaps.
RAT00462,SUP022,2024-04-16,3,Detail sit interest its election face.
RAT00463,SUP097,2024-01-04,1,Write far point.
RAT00464,SUP071,2024-04-30,10,Nothing never study.
RAT00465,SUP023,2024-03-26,9,Professor five become.
RAT00466,SUP070,2024-03-26,5,Avoid whom scientist clearly opportunity.
RAT00467,SUP079,2024-06-09,1,Single security somebody.
RAT00468,SUP079,2024-02-17,10,News three carry.
RAT00469,SUP040,2024-04-22,6,Couple be miss job it.
RAT00470,SUP098,2024-03-26,10,Throw him easy expert economy.
RAT00471,SUP014,2024-03-22,3,Gun capital drug.
RAT00472,SUP029,2024-01-07,4,Small teacher hope two significant.
RAT00473,SUP016,2024-06-04,8,Idea up pick another official never.
RAT00474,SUP093,2024-05-01,5,Win eight produce.
RAT00475,SUP087,2024-04-10,6,Return shoulder guy once threat future.
RAT00476,SUP010,2024-04-16,10,Candidate man nor.
RAT00477,SUP047,2024-03-31,4,Return role network center.
RAT00478,SUP004,2024-03-08,6,Job point skill party this want.
RAT00479,SUP012,2024-05-21,3,News feeling benefit might.
RAT00480,SUP042,2024-05-19,10,Trouble near beat life key production.
RAT00481,SUP098,2024-03-10,1,Hard often performance.
RAT00482,SUP004,2024-06-22,6,Position probably respond.
RAT00483,SUP084,2024-01-19,1,To note defense miss.
RAT00484,SUP092,2024-03-03,10,Question here party.
RAT00485,SUP092,2024-02-19,3,Meeting in specific music.
RAT00486,SUP006,2024-01-05,8,Land final every.
RAT00487,SUP014,2024-04-05,7,Many election case project.
RAT00488,SUP035,2024-06-03,8,Prevent help door.
RAT00489,SUP047,2024-06-25,10,Yet sure serious how.
RAT00490,SUP058,2024-05-15,10,Child fly father future.
RAT00491,SUP065,2024-06-18,2,Finally us make style.
RAT00492,SUP019,2024-05-16,10,Note outside three.
RAT00493,SUP057,2024-06-16,7,Several quickly parent.
RAT00494,SUP065,2024-02-25,4,Face call rate human.
RAT00495,SUP013,2024-05-30,1,Technology spring energy.
RAT00496,SUP008,2024-01-03,3,Rich management happen letter sign.
RAT00497,SUP018,2024-04-29,5,Generation design recent everyone rise.
RAT00498,SUP035,2024-06-18,10,Kid PM effort both be fund.
RAT00499,SUP087,2024-04-18,8,Least analysis chance industry.
RAT00500,SUP026,2024-04-24,2,Pick evidence generation their.
RAT00501,SUP038,2024-05-11,2,Teach southern design then into.
RAT00502,SUP084,2024-04-11,8,Career such week order happen quickly.
RAT00503,SUP066,2024-05-24,9,Score offer buy.
RAT00504,SUP026,2024-04-26,10,Lay same kid environmental culture.
RAT00505,SUP057,2024-02-19,1,There them state.
RAT00506,SUP100,2024-01-04,2,As contain million share easy.
RAT00507,SUP025,2024-01-22,4,During human ask leg explain.
RAT00508,SUP030,2024-04-25,3,Break miss future walk investment kind.
RAT00509,SUP082,2024-01-15,1,Discussion reason focus shake Democrat.
RAT00510,SUP007,2024-05-28,4,Name kind finally get management behavior less.
RAT00511,SUP027,2024-01-24,2,Successful east democratic outside.
RAT00512,SUP011,2024-04-06,10,Information learn away price.
RAT00513,SUP008,2024-02-01,5,Treat hard eight.
RAT00514,SUP011,2024-01-24,1,School cold program.
RAT00515,SUP088,2024-03-29,8,Anyone direction responsibility per.
RAT00516,SUP030,2024-06-28,10,Agent road continue.
RAT00517,SUP094,2024-06-13,2,Reflect pay water nature very small.
RAT00518,SUP015,2024-01-10,3,Also always evening relationship public father.
RAT00519,SUP056,2024-05-05,3,Politics go describe go something according.
RAT00520,SUP035,2024-06-26,4,Space spring both identify market shoulder.
RAT00521,SUP039,2024-03-27,7,Several magazine federal who outside more.
RAT00522,SUP024,2024-05-13,9,Career turn need federal.
RAT00523,SUP008,2024-06-01,3,And tonight dream particularly.
RAT00524,SUP043,2024-02-21,1,Thought fight window.
RAT00525,SUP042,2024-04-10,10,Break picture address agree treatment or.
RAT00526,SUP084,2024-04-15,1,That any statement to expect.
RAT00527,SUP041,2024-03-19,6,Her education begin add walk age understand.
RAT00528,SUP047,2024-06-06,5,Garden culture single leg throw.
RAT00529,SUP026,2024-04-16,10,Action life professor anyone piece.
RAT00530,SUP052,2024-05-25,7,Focus system per learn.
RAT00531,SUP088,2024-06-09,7,A structure draw middle foreign.
RAT00532,SUP022,2024-04-06,3,Response business account night a true.
RAT00533,SUP005,2024-03-02,7,Standard contain charge success.
RAT00534,SUP015,2024-06-17,9,Either during within at.
RAT00535,SUP036,2024-04-30,8,Trade remain source choose already in.
RAT00536,SUP063,2024-03-11,3,Thus teach TV plan plan everyone.
RAT00537,SUP093,2024-02-10,10,Attack political pattern.
RAT00538,SUP079,2024-03-09,5,Indeed term production few television.
RAT00539,SUP091,2024-05-29,8,Soldier recognize short mouth lay.
RAT00540,SUP049,2024-04-19,2,Boy economic help set hear small.
RAT00541,SUP055,2024-01-11,7,Everyone room skin fact pull.
RAT00542,SUP072,2024-02-22,10,Position owner improve purpose.
RAT00543,SUP060,2024-01-12,10,Thank new wall risk weight into.
RAT00544,SUP057,2024-01-22,7,Bill individual natural enjoy military.
RAT00545,SUP029,2024-03-02,8,Responsibility quality several into spring yet.
RAT00546,SUP019,2024-03-16,1,Admit full enjoy share.
RAT00547,SUP095,2024-03-16,8,Cultural bit help allow only.
RAT00548,SUP073,2024-05-26,1,Condition suffer light dark town outside.
RAT00549,SUP010,2024-06-19,3,Leave stay successful window.
RAT00550,SUP010,2024-02-12,9,Year majority serious.
RAT00551,SUP097,2024-02-23,4,Stuff control very grow.
RAT00552,SUP089,2024-02-01,10,Dream church health rise.
RAT00553,SUP057,2024-06-23,9,Real suffer western serious ready.
RAT00554,SUP054,2024-01-13,1,Apply voice growth so involve.
RAT00555,SUP056,2024-02-04,8,Discuss wait man task peace.
RAT00556,SUP068,2024-05-14,3,Mouth one will attention technology open.
RAT00557,SUP069,2024-03-01,7,Better team into.
RAT00558,SUP087,2024-02-28,2,It sort use mean piece.
RAT00559,SUP055,2024-03-07,7,Know rich before.
RAT00560,SUP069,2024-06-12,7,Growth kitchen response accept wear bill.
RAT00561,SUP072,2024-05-25,9,Rather administration prevent spring.
RAT00562,SUP081,2024-03-15,2,Certain fight interview.
RAT00563,SUP001,2024-01-03,8,Think gas security guess.
RAT00564,SUP012,2024-03-28,5,Wear onto keep culture per democratic.
RAT00565,SUP035,2024-06-08,10,Middle stop key type determine.
RAT00566,SUP078,2024-06-23,9,Food world well arrive we.
RAT00567,SUP082,2024-06-28,8,Dog open challenge medical.
RAT00568,SUP074,2024-05-18,3,Team live energy inside among.
RAT00569,SUP079,2024-05-30,3,Certain always TV.
RAT00570,SUP033,2024-05-08,10,Really form front.
RAT00571,SUP083,2024-01-05,8,Personal help drop writer education.
RAT00572,SUP098,2024-06-21,9,Hair surface foot at attention.
RAT00573,SUP025,2024-04-18,2,Authority population address attention majority.
RAT00574,SUP016,2024-05-17,3,Bad particularly wall green.
RAT00575,SUP008,2024-01-14,8,Others each yet.
RAT00576,SUP035,2024-01-18,2,Cost do maybe collection.
RAT00577,SUP085,2024-05-06,8,Maybe although available later tree attention.
RAT00578,SUP083,2024-01-16,5,Wind behavior since four happen town.
RAT00579,SUP046,2024-03-29,6,Interest later who light image better.
RAT00580,SUP011,2024-01-22,10,Issue prove authority.
RAT00581,SUP061,2024-04-09,4,Court list one.
RAT00582,SUP044,2024-05-12,3,Position bill fear.
RAT00583,SUP011,2024-04-19,8,Line behind may best get play.
RAT00584,SUP011,2024-02-28,9,Beat life share high.
RAT00585,SUP022,2024-05-05,8,Very often become talk family.
RAT00586,SUP085,2024-06-29,9,Democrat southern project.
RAT00587,SUP091,2024-06-20,1,Throughout nation list forget talk.
RAT00588,SUP082,2024-06-05,5,Public whom fill worker maintain.
RAT00589,SUP062,2024-03-04,7,Deal guy room simply.
RAT00590,SUP048,2024-06-11,8,Read shoulder against.
RAT00591,SUP094,2024-05-14,2,Spend benefit training from drive role.
RAT00592,SUP063,2024-01-23,4,Move among while surface different.
RAT00593,SUP051,2024-02-25,7,Response must attention.
RAT00594,SUP045,2024-04-21,5,Black sea medical.
RAT00595,SUP033,2024-04-24,1,Two exactly own have decision prove.
RAT00596,SUP085,2024-03-18,2,Late out behavior herself.
RAT00597,SUP060,2024-04-21,5,Culture fund anything never use relate.
RAT00598,SUP002,2024-01-03,6,Color keep structure performance success while.
RAT00599,SUP013,2024-03-14,1,Room hit own real society apply.
RAT00600,SUP066,2024-06-27,3,Edge national about try.
RAT00601,SUP057,2024-04-26,6,Blood music must charge player never.
RAT00602,SUP043,2024-01-16,6,Recognize church will party.
RAT00603,SUP045,2024-04-04,7,Responsibility something threat fund threat affect.
RAT00604,SUP031,2024-01-04,10,Commercial various evening.
RAT00605,SUP010,2024-03-02,3,Behind building interest special growth activity.
RAT00606,SUP023,2024-03-27,1,Everything recently wait.
RAT00607,SUP086,2024-02-06,7,Glass cut certainly I around whatever.
RAT00608,SUP029,2024-03-29,3,Party run mother offer.
RAT00609,SUP097,2024-01-29,5,To item instead somebody what.
RAT00610,SUP031,2024-02-13,4,Weight understand alone.
RAT00611,SUP078,2024-04-06,1,Rise son my here fill.
RAT00612,SUP074,2024-02-03,7,Theory education never show animal.
RAT00613,SUP018,2024-03-04,4,Push technology ten require.
RAT00614,SUP011,2024-05-10,1,Suggest piece team.
RAT00615,SUP047,2024-06-05,6,Fish data before development.
RAT00616,SUP003,2024-04-28,4,Mean most production song.
RAT00617,SUP002,2024-02-25,4,Major production pressure entire way.
RAT00618,SUP054,2024-01-15,2,High door future.
RAT00619,SUP072,2024-01-15,1,Simply should fill success.
RAT00620,SUP031,2024-05-13,3,Economy ten almost play.
RAT00621,SUP008,2024-02-16,10,Light as story face.
RAT00622,SUP043,2024-05-21,5,Late test reveal state.
RAT00623,SUP048,2024-06-08,9,Scientist southern Republican fast explain few.
RAT00624,SUP002,2024-05-08,7,Fear single strategy.
RAT00625,SUP022,2024-01-27,4,Challenge half which method film community.
RAT00626,SUP005,2024-04-14,8,Job movie very song.
RAT00627,SUP007,2024-04-04,4,These conference individual recognize collection sometimes.
RAT00628,SUP020,2024-03-08,6,Series industry matter.
RAT00629,SUP092,2024-02-05,1,Choose answer mission either.
RAT00630,SUP077,2024-01-24,6,Speak available may wind onto.
RAT00631,SUP002,2024-06-27,10,Pay trouble of TV.
RAT00632,SUP032,2024-04-22,5,Event morning camera she around.
RAT00633,SUP090,2024-05-07,2,We join much allow although.
RAT00634,SUP003,2024-01-22,1,Think who I.
RAT00635,SUP041,2024-01-10,6,Add production address our development.
RAT00636,SUP042,2024-02-25,2,Television different arm.
RAT00637,SUP077,2024-03-23,9,Television skill movie fly.
RAT00638,SUP085,2024-03-07,9,Level wind like group center day.
RAT00639,SUP045,2024-03-03,1,Treat common lot give real artist.
RAT00640,SUP087,2024-05-29,5,Low near clear husband.
RAT00641,SUP071,2024-03-16,8,Traditional about attorney thought tonight have.
RAT00642,SUP017,2024-04-24,4,Could whatever building environmental.
RAT00643,SUP092,2024-03-18,3,Check finish color energy day.
RAT00644,SUP047,2024-05-16,5,Game son radio.
RAT00645,SUP094,2024-01-02,5,Why shake local.
RAT00646,SUP069,2024-05-10,8,Make detail yes positive.
RAT00647,SUP024,2024-05-18,6,Mrs serve deal energy need whose professor.
RAT00648,SUP071,2024-06-28,2,Court state yourself reality meet.
RAT00649,SUP034,2024-02-19,1,Situation anyone spend.
RAT00650,SUP050,2024-03-21,3,Share safe pay.
RAT00651,SUP042,2024-02-21,2,Age will table kitchen fall check.
RAT00652,SUP033,2024-02-21,4,Reduce everyone thank.
RAT00653,SUP027,2024-02-07,3,Force poor third effort everything.
RAT00654,SUP078,2024-02-14,9,A seek plant sometimes state will.
RAT00655,SUP059,2024-02-04,5,Short again manage involve lose.
RAT00656,SUP019,2024-01-08,4,Situation operation resource then.
RAT00657,SUP076,2024-01-26,10,Leave name prove science life.
RAT00658,SUP003,2024-01-03,9,Itself defense worry throughout.
RAT00659,SUP071,2024-01-12,4,We home something senior.
RAT00660,SUP099,2024-06-15,6,Task garden per.
RAT00661,SUP025,2024-04-12,10,Worry into buy author.
RAT00662,SUP015,2024-05-31,1,Head partner themselves bit.
RAT00663,SUP083,2024-03-27,2,Choose talk style man Democrat.
RAT00664,SUP060,2024-05-13,4,Good maybe media.
RAT00665,SUP083,2024-06-18,9,Per list face lead.
RAT00666,SUP023,2024-02-14,6,Cultural hope few.
RAT00667,SUP011,2024-06-18,6,Person word ball future as control.
RAT00668,SUP059,2024-03-10,9,Factor commercial strong nearly fall country.
RAT00669,SUP085,2024-06-05,4,Around husband avoid industry.
RAT00670,SUP034,2024-06-25,3,Effort simple challenge rate.
RAT00671,SUP007,2024-06-07,7,Not discover take stock market structure.
RAT00672,SUP044,2024-06-23,7,So chair go can young must.
RAT00673,SUP091,2024-04-13,9,Class hour toward.
RAT00674,SUP064,2024-02-07,6,City write success within moment.
RAT00675,SUP023,2024-02-27,2,Yeah exactly power.
RAT00676,SUP058,2024-01-22,6,Different leg simply low than.
RAT00677,SUP020,2024-06-27,8,Fill force read trial.
RAT00678,SUP027,2024-06-18,6,Management receive final public product.
RAT00679,SUP060,2024-06-02,9,Message build rule like.
RAT00680,SUP008,2024-05-12,4,They finish six.
RAT00681,SUP067,2024-02-29,3,Student health guess improve why sister.
RAT00682,SUP002,2024-02-02,5,Politics a bit.
RAT00683,SUP022,2024-01-22,3,Store our born.
RAT00684,SUP070,2024-01-16,2,Better she something bank shoulder.
RAT00685,SUP036,2024-05-18,2,Detail attorney all floor prepare.
RAT00686,SUP024,2024-02-01,4,Old statement get imagine subject.
RAT00687,SUP012,2024-03-07,3,Admit meet happen after go base.
RAT00688,SUP081,2024-02-12,9,Consumer campaign tell.
RAT00689,SUP022,2024-01-12,7,Policy free ask why.
RAT00690,SUP083,2024-06-22,6,Suddenly impact maybe art of weight.
RAT00691,SUP073,2024-06-08,10,Perhaps end world.
RAT00692,SUP076,2024-04-05,8,Look certainly economic rest ground.
RAT00693,SUP096,2024-02-29,9,White impact may conference.
RAT00694,SUP095,2024-04-30,3,Wonder generation recently its white him.
RAT00695,SUP081,2024-03-04,10,Those car increase.
RAT00696,SUP023,2024-04-04,7,Building guy unit gas involve.
RAT00697,SUP074,2024-03-11,9,Again stuff little.
RAT00698,SUP063,2024-01-09,1,Spend stay well picture nature face.
RAT00699,SUP030,2024-03-27,10,Easy decade affect itself pay weight.
RAT00700,SUP019,2024-03-02,9,Country everything such.
RAT00701,SUP026,2024-01-17,7,Rock score school pretty.
RAT00702,SUP090,2024-05-27,10,Nothing player scientist.
RAT00703,SUP011,2024-06-03,4,Their I upon no food.
RAT00704,SUP020,2024-03-13,6,Conference history present feeling alone people.
RAT00705,SUP056,2024-03-17,6,Play daughter land.
RAT00706,SUP045,2024-04-16,6,Bar operation cause former.
RAT00707,SUP068,2024-03-25,2,Strategy toward summer rise economy.
RAT00708,SUP047,2024-02-13,5,End arrive about.
RAT00709,SUP076,2024-05-22,7,End finally say serve.
RAT00710,SUP089,2024-02-21,6,News believe tend.
RAT00711,SUP058,2024-04-30,3,War wrong wish style successful gas.
RAT00712,SUP010,2024-03-05,5,Low carry whose ahead center.
RAT00713,SUP022,2024-01-13,8,Success pressure family skill level specific.
RAT00714,SUP071,2024-02-28,5,When stay glass.
RAT00715,SUP024,2024-05-16,10,Step director visit.
RAT00716,SUP066,2024-01-05,3,Form teach language something young.
RAT00717,SUP096,2024-04-14,9,Strong form structure.
RAT00718,SUP085,2024-04-18,3,Personal prove rich fight physical something.
RAT00719,SUP061,2024-01-31,2,Research continue traditional begin.
RAT00720,SUP007,2024-02-09,6,Hundred PM north.
RAT00721,SUP072,2024-04-13,8,Thank avoid sit finish particular push.
RAT00722,SUP038,2024-01-05,6,Either street community both.
RAT00723,SUP021,2024-02-08,1,Development itself TV he ability follow.
RAT00724,SUP008,2024-01-07,8,Or five sell.
RAT00725,SUP089,2024-04-02,1,Example office race.
RAT00726,SUP028,2024-02-25,9,Remain finish somebody.
RAT00727,SUP092,2024-04-13,8,Event treatment bar carry.
RAT00728,SUP054,2024-01-11,6,Case know visit.
RAT00729,SUP031,2024-03-10,2,Business test certainly suffer business.
RAT00730,SUP100,2024-01-29,9,Eight follow and.
RAT00731,SUP089,2024-04-13,8,The TV car same.
RAT00732,SUP041,2024-06-09,4,Yet while husband future spend.
RAT00733,SUP037,2024-04-20,2,Form agree well east positive policy.
RAT00734,SUP038,2024-01-15,6,Of instead or tax.
RAT00735,SUP051,2024-04-10,1,Card recently treatment condition because guy.
RAT00736,SUP076,2024-06-22,7,Short upon yeah decade.
RAT00737,SUP037,2024-01-30,1,Movie theory gas agency.
RAT00738,SUP031,2024-06-25,6,Truth professional civil show.
RAT00739,SUP062,2024-05-26,5,Start pick value machine reflect maintain.
RAT00740,SUP018,2024-06-26,10,Imagine discuss alone sister own party.
RAT00741,SUP090,2024-04-29,3,Past store majority.
RAT00742,SUP006,2024-04-17,6,Light town lot table quickly beautiful.
RAT00743,SUP009,2024-01-01,4,Level conference evidence physical different Congress.
