ShipmentID,SupplierID,OrderDate,ExpectedDelivery,ActualDelivery,Status
SHP00377,SUP036,2024-05-14,2024-05-23,2024-05-21,Delivered
SHP00378,SUP097,2024-04-22,2024-05-04,2024-05-07,Delayed
SHP00379,SUP023,2024-05-31,2024-06-09,2024-06-13,Delayed
SHP00380,SUP066,2024-06-10,2024-06-21,2024-06-19,Delivered
SHP00381,SUP085,2024-03-04,2024-03-16,2024-03-22,Delayed
SHP00382,SUP002,2024-01-17,2024-01-26,2024-01-30,Delayed
SHP00383,SUP091,2024-02-03,2024-02-12,2024-02-10,Delivered
SHP00384,SUP073,2024-04-01,2024-04-09,2024-04-09,Delivered
SHP00385,SUP065,2024-03-26,2024-04-04,2024-04-06,Delayed
SHP00386,SUP075,2024-05-27,2024-06-09,2024-06-10,Delayed
SHP00387,SUP067,2024-02-03,2024-02-14,2024-02-13,Delivered
SHP00388,SUP052,2024-03-13,2024-03-20,2024-03-18,Delivered
SHP00389,SUP062,2024-04-13,2024-04-20,2024-04-21,Delayed
SHP00390,SUP023,2024-04-12,2024-04-19,2024-04-23,Delayed
SHP00391,SUP026,2024-06-26,2024-07-07,2024-07-15,Delayed
SHP00392,SUP068,2024-06-22,2024-06-29,2024-06-30,Delayed
SHP00393,SUP082,2024-03-16,2024-03-24,2024-03-30,Delayed
SHP00394,SUP055,2024-03-22,2024-04-02,2024-04-07,Delayed
SHP00395,SUP006,2024-04-16,2024-04-29,2024-05-04,Delayed
SHP00396,SUP035,2024-03-27,2024-04-08,2024-04-10,Delayed
SHP00397,SUP022,2024-04-30,2024-05-13,2024-05-22,Delayed
SHP00398,SUP043,2024-04-23,2024-05-04,2024-05-02,Delivered
SHP00399,SUP015,2024-06-14,2024-06-25,2024-07-01,Delayed
SHP00400,SUP086,2024-04-21,2024-04-30,2024-04-29,Delivered
SHP00401,SUP060,2024-01-17,2024-01-26,2024-01-29,Delayed
SHP00402,SUP012,2024-05-07,2024-05-16,2024-05-23,Delayed
SHP00403,SUP049,2024-06-19,2024-07-03,2024-07-05,Delayed
SHP00404,SUP042,2024-03-09,2024-03-23,2024-03-30,Delayed
SHP00405,SUP038,2024-02-20,2024-03-01,2024-03-06,Delayed
SHP00406,SUP082,2024-02-20,2024-03-05,2024-03-13,Delayed
SHP00407,SUP045,2024-02-10,2024-02-18,2024-02-18,Delivered
SHP00408,SUP035,2024-02-29,2024-03-11,2024-03-14,Delayed
SHP00409,SUP030,2024-01-03,2024-01-16,2024-01-19,Delayed
SHP00410,SUP088,2024-05-09,2024-05-20,2024-05-27,Delayed
SHP00411,SUP030,2024-06-05,2024-06-14,2024-06-14,Delivered
SHP00412,SUP078,2024-03-03,2024-03-14,2024-03-23,Delayed
SHP00413,SUP006,2024-06-08,2024-06-20,2024-06-29,Delayed
SHP00414,SUP067,2024-04-06,2024-04-20,2024-04-29,Delayed
SHP00415,SUP080,2024-01-31,2024-02-11,2024-02-15,Delayed
SHP00416,SUP007,2024-04-29,2024-05-12,2024-05-20,Delayed
SHP00417,SUP052,2024-02-16,2024-02-23,2024-02-24,Delayed
SHP00418,SUP014,2024-03-09,2024-03-21,2024-03-23,Delayed
SHP00419,SUP073,2024-01-16,2024-01-28,2024-02-03,Delayed
SHP00420,SUP015,2024-04-24,2024-05-05,2024-05-08,Delayed
SHP00421,SUP021,2024-05-30,2024-06-09,2024-06-16,Delayed
SHP00422,SUP035,2024-03-28,2024-04-06,2024-04-07,Delayed
SHP00423,SUP066,2024-02-15,2024-02-23,2024-02-28,Delayed
SHP00424,SUP091,2024-01-08,2024-01-16,2024-01-22,Delayed
SHP00425,SUP002,2024-01-31,2024-02-07,2024-02-14,Delayed
SHP00426,SUP035,2024-03-04,2024-03-12,2024-03-14,Delayed
SHP00427,SUP082,2024-02-01,2024-02-09,2024-02-08,Delivered
SHP00428,SUP078,2024-05-10,2024-05-19,2024-05-22,Delayed
SHP00429,SUP020,2024-03-10,2024-03-24,2024-04-01,Delayed
SHP00430,SUP082,2024-03-02,2024-03-11,2024-03-20,Delayed
SHP00431,SUP010,2024-05-28,2024-06-07,2024-06-12,Delayed
SHP00432,SUP025,2024-01-29,2024-02-11,2024-02-13,Delayed
SHP00433,SUP066,2024-06-24,2024-07-01,2024-06-29,Delivered
SHP00434,SUP025,2024-05-10,2024-05-18,2024-05-23,Delayed
SHP00435,SUP054,2024-05-02,2024-05-12,2024-05-18,Delayed
SHP00436,SUP033,2024-05-08,2024-05-15,2024-05-13,Delivered
SHP00437,SUP036,2024-02-22,2024-03-05,2024-03-10,Delayed
SHP00438,SUP095,2024-06-05,2024-06-13,2024-06-20,Delayed
SHP00439,SUP014,2024-03-26,2024-04-03,2024-04-12,Delayed
SHP00440,SUP065,2024-03-14,2024-03-23,2024-03-22,Delivered
SHP00441,SUP080,2024-05-17,2024-05-28,2024-05-29,Delayed
SHP00442,SUP054,2024-02-05,2024-02-12,2024-02-11,Delivered
SHP00443,SUP052,2024-06-20,2024-06-28,2024-06-27,Delivered
SHP00444,SUP003,2024-03-22,2024-04-05,2024-04-12,Delayed
SHP00445,SUP099,2024-04-18,2024-04-25,2024-04-25,Delivered
SHP00446,SUP041,2024-03-06,2024-03-19,2024-03-24,Delayed
SHP00447,SUP006,2024-04-23,2024-05-07,2024-05-08,Delayed
SHP00448,SUP025,2024-02-27,2024-03-08,2024-03-12,Delayed
SHP00449,SUP013,2024-04-18,2024-05-02,2024-05-11,Delayed
SHP00450,SUP098,2024-02-26,2024-03-07,2024-03-14,Delayed
SHP00451,SUP008,2024-02-28,2024-03-10,2024-03-10,Delivered
SHP00452,SUP021,2024-03-16,2024-03-24,2024-03-31,Delayed
SHP00453,SUP098,2024-06-19,2024-07-03,2024-07-12,Delayed
SHP00454,SUP068,2024-06-26,2024-07-09,2024-07-17,Delayed
SHP00455,SUP025,2024-06-06,2024-06-15,2024-06-15,Delivered
SHP00456,SUP079,2024-04-23,2024-05-01,2024-04-30,Delivered
SHP00457,SUP068,2024-04-26,2024-05-03,2024-05-12,Delayed
SHP00458,SUP045,2024-05-08,2024-05-20,2024-05-23,Delayed
SHP00459,SUP060,2024-05-19,2024-05-29,2024-06-01,Delayed
SHP00460,SUP012,2024-06-25,2024-07-02,2024-06-30,Delivered
SHP00461,SUP032,2024-03-12,2024-03-23,2024-03-27,Delayed
SHP00462,SUP096,2024-06-22,2024-07-02,2024-07-11,Delayed
SHP00463,SUP092,2024-06-18,2024-06-27,2024-06-28,Delayed
SHP00464,SUP013,2024-01-21,2024-01-31,2024-02-08,Delayed
SHP00465,SUP031,2024-04-17,2024-04-29,2024-05-08,Delayed
SHP00466,SUP078,2024-04-03,2024-04-17,2024-04-17,Delivered
SHP00467,SUP020,2024-05-19,2024-06-01,2024-06-06,Delayed
SHP00468,SUP018,2024-05-30,2024-06-13,2024-06-12,Delivered
SHP00469,SUP093,2024-02-22,2024-03-01,2024-03-07,Delayed
SHP00470,SUP060,2024-03-08,2024-03-20,2024-03-25,Delayed
SHP00471,SUP063,2024-03-31,2024-04-13,2024-04-18,Delayed
SHP00472,SUP006,2024-05-22,2024-06-03,2024-06-03,Delivered
SHP00473,SUP032,2024-05-16,2024-05-24,2024-05-25,Delayed
SHP00474,SUP093,2024-05-06,2024-05-16,2024-05-15,Delivered
SHP00475,SUP043,2024-02-28,2024-03-10,2024-03-09,Delivered
SHP00476,SUP002,2024-02-18,2024-02-26,2024-02-27,Delayed
SHP00477,SUP060,2024-02-21,2024-02-29,2024-03-03,Delayed
SHP00478,SUP023,2024-03-06,2024-03-19,2024-03-21,Delayed
SHP00479,SUP083,2024-04-03,2024-04-12,2024-04-10,Delivered
SHP00480,SUP031,2024-04-01,2024-04-15,2024-04-22,Delayed
SHP00481,SUP005,2024-06-06,2024-06-16,2024-06-14,Delivered
SHP00482,SUP083,2024-01-07,2024-01-15,2024-01-18,Delayed
SHP00483,SUP034,2024-01-04,2024-01-15,2024-01-15,Delivered
SHP00484,SUP010,2024-03-26,2024-04-02,2024-04-02,Delivered
SHP00485,SUP089,2024-03-26,2024-04-05,2024-04-09,Delayed
SHP00486,SUP002,2024-02-07,2024-02-16,2024-02-14,Delivered
SHP00487,SUP011,2024-04-27,2024-05-09,2024-05-07,Delivered
SHP00488,SUP050,2024-05-10,2024-05-18,2024-05-25,Delayed
SHP00489,SUP031,2024-03-08,2024-03-19,2024-03-19,Delivered
SHP00490,SUP056,2024-02-11,2024-02-21,2024-02-26,Delayed
SHP00491,SUP079,2024-02-29,2024-03-11,2024-03-09,Delivered
SHP00492,SUP073,2024-02-12,2024-02-23,2024-03-01,Delayed
SHP00493,SUP087,2024-03-19,2024-04-02,2024-04-03,Delayed
SHP00494,SUP083,2024-05-28,2024-06-10,2024-06-16,Delayed
SHP00495,SUP009,2024-03-29,2024-04-10,2024-04-11,Delayed
SHP00496,SUP099,2024-06-16,2024-06-25,2024-07-02,Delayed
SHP00497,SUP021,2024-02-02,2024-02-16,2024-02-21,Delayed
SHP00498,SUP073,2024-03-25,2024-04-04,2024-04-08,Delayed
SHP00499,SUP028,2024-01-04,2024-01-12,2024-01-12,Delivered
SHP00500,SUP062,2024-05-31,2024-06-09,2024-06-13,Delayed
SHP00501,SUP007,2024-06-18,2024-06-26,2024-06-30,Delayed
SHP00502,SUP080,2024-02-05,2024-02-12,2024-02-19,Delayed
SHP00503,SUP016,2024-05-22,2024-06-02,2024-06-02,Delivered
SHP00504,SUP097,2024-06-19,2024-06-26,2024-06-25,Delivered
SHP00505,SUP004,2024-02-01,2024-02-14,2024-02-20,Delayed
SHP00506,SUP004,2024-01-09,2024-01-20,2024-01-18,Delivered
SHP00507,SUP040,2024-03-17,2024-03-29,2024-04-02,Delayed
SHP00508,SUP017,2024-01-21,2024-01-30,2024-01-31,Delayed
SHP00509,SUP052,2024-02-25,2024-03-04,2024-03-03,Delivered
SHP00510,SUP093,2024-01-05,2024-01-19,2024-01-18,Delivered
SHP00511,SUP052,2024-04-02,2024-04-15,2024-04-20,Delayed
SHP00512,SUP036,2024-04-04,2024-04-16,2024-04-20,Delayed
SHP00513,SUP038,2024-02-24,2024-03-03,2024-03-12,Delayed
SHP00514,SUP050,2024-05-03,2024-05-12,2024-05-16,Delayed
SHP00515,SUP063,2024-05-12,2024-05-22,2024-05-24,Delayed
SHP00516,SUP063,2024-04-11,2024-04-24,2024-05-01,Delayed
SHP00517,SUP062,2024-01-24,2024-01-31,2024-02-05,Delayed
SHP00518,SUP099,2024-01-27,2024-02-03,2024-02-02,Delivered
SHP00519,SUP007,2024-03-06,2024-03-20,2024-03-19,Delivered
SHP00520,SUP027,2024-02-27,2024-03-06,2024-03-08,Delayed
SHP00521,SUP092,2024-01-30,2024-02-07,2024-02-05,Delivered
SHP00522,SUP086,2024-02-28,2024-03-07,2024-03-10,Delayed
SHP00523,SUP014,2024-02-24,2024-03-08,2024-03-09,Delayed
SHP00524,SUP071,2024-05-31,2024-06-09,2024-06-12,Delayed
SHP00525,SUP086,2024-06-21,2024-07-01,2024-07-05,Delayed
SHP00526,SUP005,2024-01-21,2024-01-28,2024-01-28,Delivered
SHP00527,SUP055,2024-06-04,2024-06-16,2024-06-24,Delayed
SHP00528,SUP002,2024-02-01,2024-02-12,2024-02-17,Delayed
SHP00529,SUP062,2024-02-03,2024-02-16,2024-02-20,Delayed
SHP00530,SUP091,2024-04-08,2024-04-21,2024-04-19,Delivered
SHP00531,SUP021,2024-05-12,2024-05-21,2024-05-24,Delayed
SHP00532,SUP079,2024-06-20,2024-06-27,2024-07-01,Delayed
SHP00533,SUP021,2024-06-20,2024-07-04,2024-07-12,Delayed
SHP00534,SUP010,2024-05-03,2024-05-13,2024-05-14,Delayed
SHP00535,SUP087,2024-02-06,2024-02-15,2024-02-14,Delivered
SHP00536,SUP058,2024-01-06,2024-01-18,2024-01-25,Delayed
SHP00537,SUP039,2024-03-05,2024-03-12,2024-03-18,Delayed
SHP00538,SUP005,2024-03-21,2024-03-30,2024-04-03,Delayed
SHP00539,SUP065,2024-02-19,2024-02-26,2024-02-24,Delivered
SHP00540,SUP013,2024-02-28,2024-03-06,2024-03-11,Delayed
SHP00541,SUP085,2024-01-22,2024-02-05,2024-02-05,Delivered
SHP00542,SUP090,2024-05-16,2024-05-29,2024-05-30,Delayed
SHP00543,SUP085,2024-04-07,2024-04-17,2024-04-26,Delayed
SHP00544,SUP053,2024-03-07,2024-03-20,2024-03-22,Delayed
SHP00545,SUP082,2024-02-18,2024-02-29,2024-02-27,Delivered
SHP00546,SUP045,2024-02-24,2024-03-05,2024-03-08,Delayed
SHP00547,SUP032,2024-01-04,2024-01-11,2024-01-18,Delayed
SHP00548,SUP036,2024-06-25,2024-07-04,2024-07-07,Delayed
SHP00549,SUP081,2024-02-27,2024-03-10,2024-03-09,Delivered
SHP00550,SUP099,2024-02-17,2024-03-02,2024-03-10,Delayed
SHP00551,SUP060,2024-01-16,2024-01-26,2024-02-02,Delayed
SHP00552,SUP011,2024-03-14,2024-03-25,2024-03-28,Delayed
SHP00553,SUP063,2024-04-15,2024-04-22,2024-04-27,Delayed
SHP00554,SUP021,2024-03-03,2024-03-15,2024-03-18,Delayed
SHP00555,SUP052,2024-03-27,2024-04-06,2024-04-07,Delayed
SHP00556,SUP055,2024-03-15,2024-03-28,2024-03-29,Delayed
SHP00557,SUP026,2024-06-08,2024-06-21,2024-06-27,Delayed
SHP00558,SUP068,2024-06-13,2024-06-23,2024-06-26,Delayed
SHP00559,SUP034,2024-04-15,2024-04-25,2024-04-30,Delayed
SHP00560,SUP052,2024-03-29,2024-04-08,2024-04-13,Delayed
SHP00561,SUP082,2024-03-09,2024-03-21,2024-03-25,Delayed
SHP00562,SUP099,2024-04-08,2024-04-21,2024-04-21,Delivered
SHP00563,SUP093,2024-04-17,2024-04-26,2024-05-03,Delayed
SHP00564,SUP052,2024-06-19,2024-06-30,2024-06-28,Delivered
SHP00565,SUP029,2024-02-01,2024-02-12,2024-02-14,Delayed
SHP00566,SUP038,2024-03-30,2024-04-13,2024-04-20,Delayed
SHP00567,SUP042,2024-06-26,2024-07-03,2024-07-10,Delayed
SHP00568,SUP021,2024-06-08,2024-06-16,2024-06-15,Delivered
SHP00569,SUP042,2024-01-11,2024-01-20,2024-01-29,Delayed
SHP00570,SUP013,2024-04-04,2024-04-17,2024-04-24,Delayed
SHP00571,SUP064,2024-01-16,2024-01-23,2024-01-22,Delivered
SHP00572,SUP017,2024-04-24,2024-05-08,2024-05-12,Delayed
SHP00573,SUP009,2024-04-19,2024-04-26,2024-05-04,Delayed
SHP00574,SUP041,2024-04-25,2024-05-05,2024-05-05,Delivered
SHP00575,SUP001,2024-01-18,2024-01-26,2024-01-31,Delayed
SHP00576,SUP002,2024-03-19,2024-04-01,2024-04-07,Delayed
SHP00577,SUP060,2024-04-29,2024-05-07,2024-05-12,Delayed
SHP00578,SUP048,2024-03-06,2024-03-15,2024-03-18,Delayed
SHP00579,SUP029,2024-06-17,2024-06-25,2024-06-27,Delayed
SHP00580,SUP097,2024-03-03,2024-03-10,2024-03-10,Delivered
SHP00581,SUP010,2024-02-29,2024-03-08,2024-03-08,Delivered
SHP00582,SUP058,2024-05-20,2024-05-28,2024-06-01,Delayed
SHP00583,SUP060,2024-05-23,2024-06-03,2024-06-05,Delayed
SHP00584,SUP021,2024-04-07,2024-04-20,2024-04-29,Delayed
SHP00585,SUP028,2024-02-28,2024-03-12,2024-03-15,Delayed
SHP00586,SUP075,2024-06-29,2024-07-06,2024-07-09,Delayed
SHP00587,SUP034,2024-06-13,2024-06-25,2024-07-01,Delayed
SHP00588,SUP008,2024-02-14,2024-02-22,2024-02-20,Delivered
SHP00589,SUP059,2024-04-27,2024-05-05,2024-05-10,Delayed
SHP00590,SUP086,2024-03-29,2024-04-08,2024-04-15,Delayed
SHP00591,SUP072,2024-05-21,2024-06-03,2024-06-05,Delayed
SHP00592,SUP049,2024-03-17,2024-03-25,2024-03-28,Delayed
SHP00593,SUP079,2024-01-13,2024-01-26,2024-01-29,Delayed
SHP00594,SUP017,2024-06-03,2024-06-11,2024-06-09,Delivered
SHP00595,SUP060,2024-02-02,2024-02-13,2024-02-13,Delivered
SHP00596,SUP087,2024-01-19,2024-01-26,2024-02-04,Delayed
SHP00597,SUP088,2024-04-16,2024-04-29,2024-05-02,Delayed
SHP00598,SUP045,2024-01-26,2024-02-04,2024-02-12,Delayed
SHP00599,SUP083,2024-01-29,2024-02-05,2024-02-13,Delayed
SHP00600,SUP069,2024-02-02,2024-02-12,2024-02-18,Delayed
SHP00601,SUP032,2024-03-10,2024-03-17,2024-03-20,Delayed
SHP00602,SUP044,2024-05-11,2024-05-19,2024-05-28,Delayed
SHP00603,SUP065,2024-04-17,2024-04-27,2024-04-30,Delayed
SHP00604,SUP087,2024-05-01,2024-05-08,2024-05-06,Delivered
SHP00605,SUP008,2024-06-25,2024-07-09,2024-07-15,Delayed
SHP00606,SUP077,2024-03-23,2024-04-02,2024-04-03,Delayed
SHP00607,SUP072,2024-05-13,2024-05-27,2024-05-26,Delivered
SHP00608,SUP087,2024-06-04,2024-06-13,2024-06-11,Delivered
SHP00609,SUP043,2024-02-10,2024-02-17,2024-02-17,Delivered
SHP00610,SUP001,2024-03-23,2024-04-05,2024-04-05,Delivered
SHP00611,SUP051,2024-06-09,2024-06-22,2024-06-24,Delayed
SHP00612,SUP024,2024-02-05,2024-02-17,2024-02-15,Delivered
SHP00613,SUP099,2024-06-15,2024-06-23,2024-06-27,Delayed
SHP00614,SUP024,2024-03-05,2024-03-19,2024-03-17,Delivered
SHP00615,SUP017,2024-05-06,2024-05-16,2024-05-17,Delayed
SHP00616,SUP005,2024-02-03,2024-02-15,2024-02-18,Delayed
SHP00617,SUP020,2024-04-02,2024-04-14,2024-04-12,Delivered
SHP00618,SUP021,2024-04-02,2024-04-13,2024-04-17,Delayed
SHP00619,SUP058,2024-03-17,2024-03-31,2024-04-07,Delayed
SHP00620,SUP031,2024-02-11,2024-02-21,2024-02-25,Delayed
SHP00621,SUP100,2024-03-18,2024-03-30,2024-03-30,Delivered
SHP00622,SUP011,2024-05-07,2024-05-18,2024-05-19,Delayed
SHP00623,SUP052,2024-01-10,2024-01-22,2024-01-25,Delayed
SHP00624,SUP015,2024-04-14,2024-04-22,2024-04-30,Delayed
SHP00625,SUP083,2024-02-23,2024-03-03,2024-03-07,Delayed
SHP00626,SUP007,2024-04-14,2024-04-28,2024-04-29,Delayed
SHP00627,SUP028,2024-05-14,2024-05-25,2024-06-01,Delayed
SHP00628,SUP051,2024-05-15,2024-05-24,2024-06-01,Delayed
SHP00629,SUP058,2024-06-01,2024-06-11,2024-06-17,Delayed
SHP00630,SUP005,2024-06-03,2024-06-11,2024-06-17,Delayed
SHP00631,SUP005,2024-04-10,2024-04-21,2024-04-27,Delayed
SHP00632,SUP094,2024-02-10,2024-02-20,2024-02-29,Delayed
SHP00633,SUP096,2024-02-25,2024-03-08,2024-03-15,Delayed
SHP00634,SUP008,2024-06-02,2024-06-15,2024-06-18,Delayed
SHP00635,SUP064,2024-05-28,2024-06-04,2024-06-03,Delivered
SHP00636,SUP010,2024-06-25,2024-07-05,2024-07-04,Delivered
SHP00637,SUP038,2024-06-13,2024-06-22,2024-06-30,Delayed
SHP00638,SUP096,2024-02-14,2024-02-22,2024-02-23,Delayed
SHP00639,SUP092,2024-04-22,2024-04-30,2024-05-06,Delayed
SHP00640,SUP081,2024-01-29,2024-02-08,2024-02-08,Delivered
SHP00641,SUP095,2024-04-23,2024-05-05,2024-05-08,Delayed
SHP00642,SUP008,2024-03-08,2024-03-15,2024-03-14,Delivered
SHP00643,SUP025,2024-04-07,2024-04-21,2024-04-19,Delivered
SHP00644,SUP073,2024-04-13,2024-04-22,2024-05-01,Delayed
SHP00645,SUP066,2024-01-26,2024-02-05,2024-02-07,Delayed
SHP00646,SUP079,2024-02-28,2024-03-09,2024-03-14,Delayed
SHP00647,SUP050,2024-03-23,2024-04-05,2024-04-12,Delayed
SHP00648,SUP067,2024-01-02,2024-01-10,2024-01-17,Delayed
SHP00649,SUP049,2024-02-05,2024-02-14,2024-02-13,Delivered
SHP00650,SUP036,2024-05-23,2024-05-30,2024-06-06,Delayed
SHP00651,SUP068,2024-04-05,2024-04-13,2024-04-19,Delayed
SHP00652,SUP078,2024-05-30,2024-06-09,2024-06-18,Delayed
SHP00653,SUP041,2024-05-22,2024-05-30,2024-06-04,Delayed
SHP00654,SUP089,2024-02-07,2024-02-15,2024-02-15,Delivered
SHP00655,SUP062,2024-01-13,2024-01-24,2024-01-22,Delivered
SHP00656,SUP010,2024-06-24,2024-07-02,2024-07-03,Delayed
SHP00657,SUP021,2024-02-07,2024-02-19,2024-02-24,Delayed
SHP00658,SUP036,2024-01-22,2024-01-30,2024-01-30,Delivered
SHP00659,SUP012,2024-03-18,2024-04-01,2024-04-08,Delayed
SHP00660,SUP091,2024-06-14,2024-06-26,2024-07-05,Delayed
SHP00661,SUP002,2024-01-13,2024-01-22,2024-01-21,Delivered
SHP00662,SUP013,2024-06-21,2024-06-29,2024-07-03,Delayed
SHP00663,SUP053,2024-04-27,2024-05-04,2024-05-05,Delayed
SHP00664,SUP032,2024-01-08,2024-01-20,2024-01-23,Delayed
SHP00665,SUP095,2024-04-29,2024-05-11,2024-05-13,Delayed
SHP00666,SUP016,2024-02-27,2024-03-08,2024-03-07,Delivered
SHP00667,SUP032,2024-02-20,2024-02-29,2024-03-07,Delayed
SHP00668,SUP032,2024-04-24,2024-05-02,2024-05-01,Delivered
SHP00669,SUP098,2024-03-01,2024-03-14,2024-03-20,Delayed
SHP00670,SUP011,2024-05-11,2024-05-18,2024-05-26,Delayed
SHP00671,SUP010,2024-04-13,2024-04-23,2024-04-30,Delayed
SHP00672,SUP015,2024-02-11,2024-02-20,2024-02-19,Delivered
SHP00673,SUP017,2024-05-30,2024-06-13,2024-06-18,Delayed
SHP00674,SUP040,2024-05-10,2024-05-22,2024-05-27,Delayed
SHP00675,SUP018,2024-06-23,2024-06-30,2024-06-28,Delivered
SHP00676,SUP055,2024-01-20,2024-02-03,2024-02-01,Delivered
SHP00677,SUP073,2024-05-07,2024-05-15,2024-05-16,Delayed
SHP00678,SUP025,2024-05-24,2024-06-06,2024-06-05,Delivered
SHP00679,SUP059,2024-02-20,2024-03-02,2024-03-11,Delayed
SHP00680,SUP078,2024-05-20,2024-05-31,2024-05-29,Delivered
SHP00681,SUP089,2024-06-05,2024-06-14,2024-06-20,Delayed
SHP00682,SUP022,2024-06-04,2024-06-17,2024-06-17,Delivered
SHP00683,SUP030,2024-04-09,2024-04-16,2024-04-14,Delivered
SHP00684,SUP084,2024-03-23,2024-04-02,2024-04-01,Delivered
SHP00685,SUP085,2024-04-19,2024-04-26,2024-05-01,Delayed
SHP00686,SUP044,2024-01-11,2024-01-24,2024-01-26,Delayed
SHP00687,SUP032,2024-01-24,2024-02-07,2024-02-15,Delayed
SHP00688,SUP051,2024-03-07,2024-03-19,2024-03-23,Delayed
SHP00689,SUP046,2024-02-28,2024-03-10,2024-03-13,Delayed
SHP00690,SUP021,2024-03-02,2024-03-11,2024-03-09,Delivered
SHP00691,SUP099,2024-06-25,2024-07-03,2024-07-06,Delayed
SHP00692,SUP032,2024-05-04,2024-05-11,2024-05-19,Delayed
SHP00693,SUP094,2024-06-23,2024-07-04,2024-07-08,Delayed
SHP00694,SUP039,2024-04-09,2024-04-19,2024-04-20,Delayed
SHP00695,SUP012,2024-04-03,2024-04-12,2024-04-17,Delayed
SHP00696,SUP047,2024-02-14,2024-02-22,2024-02-27,Delayed
SHP00697,SUP018,2024-05-15,2024-05-22,2024-05-26,Delayed
SHP00698,SUP021,2024-05-12,2024-05-22,2024-05-30,Delayed
SHP00699,SUP013,2024-02-22,2024-03-01,2024-02-29,Delivered
SHP00700,SUP021,2024-04-16,2024-04-28,2024-05-01,Delayed
SHP00701,SUP008,2024-05-26,2024-06-06,2024-06-09,Delayed
SHP00702,SUP046,2024-04-20,2024-05-02,2024-05-11,Delayed
SHP00703,SUP007,2024-04-05,2024-04-16,2024-04-25,Delayed
SHP00704,SUP023,2024-04-29,2024-05-09,2024-05-13,Delayed
SHP00705,SUP096,2024-01-12,2024-01-26,2024-01-29,Delayed
SHP00706,SUP075,2024-04-29,2024-05-11,2024-05-10,Delivered
SHP00707,SUP086,2024-04-25,2024-05-06,2024-05-11,Delayed
SHP00708,SUP022,2024-01-22,2024-01-31,2024-02-01,Delayed
SHP00709,SUP089,2024-05-07,2024-05-17,2024-05-23,Delayed
SHP00710,SUP022,2024-04-27,2024-05-08,2024-05-13,Delayed
SHP00711,SUP092,2024-06-21,2024-06-28,2024-06-28,Delivered
SHP00712,SUP029,2024-01-24,2024-02-04,2024-02-04,Delivered
SHP00713,SUP013,2024-03-08,2024-03-20,2024-03-25,Delayed
SHP00714,SUP082,2024-01-23,2024-02-01,2024-01-31,Delivered
SHP00715,SUP002,2024-02-13,2024-02-21,2024-02-27,Delayed
SHP00716,SUP029,2024-03-11,2024-03-25,2024-03-26,Delayed
SHP00717,SUP085,2024-01-09,2024-01-17,2024-01-20,Delayed
SHP00718,SUP079,2024-01-26,2024-02-06,2024-02-06,Delivered
SHP00719,SUP052,2024-04-10,2024-04-18,2024-04-18,Delivered
SHP00720,SUP027,2024-05-02,2024-05-13,2024-05-13,Delivered
SHP00721,SUP050,2024-02-25,2024-03-05,2024-03-13,Delayed
SHP00722,SUP095,2024-01-07,2024-01-15,2024-01-22,Delayed
SHP00723,SUP079,2024-06-13,2024-06-25,2024-07-04,Delayed
SHP00724,SUP023,2024-01-27,2024-02-08,2024-02-17,Delayed
SHP00725,SUP088,2024-01-01,2024-01-08,2024-01-07,Delivered
SHP00726,SUP044,2024-05-01,2024-05-12,2024-05-17,Delayed
SHP00727,SUP077,2024-04-04,2024-04-12,2024-04-18,Delayed
SHP00728,SUP022,2024-04-28,2024-05-10,2024-05-15,Delayed
SHP00729,SUP043,2024-06-24,2024-07-07,2024-07-14,Delayed
SHP00730,SUP037,2024-03-01,2024-03-10,2024-03-10,Delivered
SHP00731,SUP061,2024-04-03,2024-04-17,2024-04-21,Delayed
SHP00732,SUP097,2024-04-14,2024-04-23,2024-05-01,Delayed
SHP00733,SUP056,2024-01-13,2024-01-26,2024-02-02,Delayed
SHP00734,SUP003,2024-05-22,2024-06-04,2024-06-03,Delivered
SHP00735,SUP063,2024-04-14,2024-04-21,2024-04-22,Delayed
SHP00736,SUP019,2024-01-11,2024-01-20,2024-01-29,Delayed
SHP00737,SUP023,2024-01-10,2024-01-19,2024-01-22,Delayed
SHP00738,SUP029,2024-02-01,2024-02-09,2024-02-17,Delayed
SHP00739,SUP030,2024-02-21,2024-03-03,2024-03-05,Delayed
SHP00740,SUP039,2024-06-04,2024-06-14,2024-06-20,Delayed
SHP00741,SUP025,2024-01-04,2024-01-18,2024-01-25,Delayed
SHP00742,SUP008,2024-06-12,2024-06-21,2024-06-22,Delayed
SHP00743,SUP058,2024-05-21,2024-06-04,2024-06-06,Delayed
SHP00744,SUP016,2024-01-26,2024-02-09,2024-02-10,Delayed
SHP00745,SUP072,2024-02-17,2024-03-02,2024-03-07,Delayed
SHP00746,SUP001,2024-01-03,2024-01-12,2024-01-17,Delayed
SHP00747,SUP005,2024-01-19,2024-01-29,2024-01-29,Delivered
SHP00748,SUP003,2024-03-06,2024-03-15,2024-03-13,Delivered
SHP00749,SUP065,2024-04-16,2024-04-24,2024-04-27,Delayed
SHP00750,SUP004,2024-02-01,2024-02-09,2024-02-08,Delivered
SHP00751,SUP099,2024-02-20,2024-03-01,2024-02-29,Delivered
SHP00752,SUP096,2024-05-22,2024-06-03,2024-06-03,Delivered
SHP00753,SUP064,2024-01-06,2024-01-15,2024-01-20,Delayed
